graph_name,is_random,size,maximal_change_bits,n_inputs,normalized_n_inputs,max_degree,mean_degree,num_attractors,mean_attractor_length,median_attractor_length,std_attractor_length,max_attractor_length,std_attractor_basin,median_attractor_basin,max_attractor_basin,optimization_model_impact_scores,stochastic_model_impact_scores,optimization_state_impact_scores,stochastic_state_impact_scores,optimization_model_time,stochastic_model_time,optimization_state_time,stochastic_state_time
Cell Cycle Transcription by Coupled CDK and Network Oscillators,False,9,1,0,0.0,4,2.111111111111111,2,3.0,3.0,2.0,5,0.2700892857142857,0.5,0.7700892857142857,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.36035714285714315, 0.328058035714286, 0.6303571428571431, 0.10828124999999997, 0.41345982142857174, 0.3218526785714287, 0.591852678571429, 0.11678571428571423, 0.5610491071428576]","[0.22991071428571427, 1.0, 0.22991071428571427, 0.22991071428571427, 0.22991071428571427, 0.0, 0.22991071428571427, 1.0, 0.0]","[0.156, 0.865, 0.046, 0.234, 0.136, 0.038, 0.055, 0.912, 0.189]",0.12139487266540527,304.3769500255585,8.548448085784912,32.24278283119202
Cholesterol Regulatory Pathway,False,34,1,0,0.0,3,1.2647058823529411,14,8.857142857142858,12.0,4.969293465978882,12,0.089040463998336,0.0115364097092558,0.27047212590024006,"[0.6455054681248333, 0.6455054681248333, 0.6455054681248333, 0.6455054681248333, 0.6455054681248333, 1.0, 1.0, 0.5618831688450253, 1.0, 0.37850093358228853, 0.6455054681248333, 0.6455054681248333, 1.0, 0.6455054681248333, 0.6455054681248333, 0.8166177647372632, 0.6455054681248333, 0.6455054681248333, 0.6455054681248333, 0.8166177647372632, 0.8166177647372632, 1.0, 0.8166177647372632, 0.6455054681248333, 0.8166177647372632, 0.46212323286209644, 0.6455054681248333, 1.0, 0.6455054681248333, 0.6455054681248333, 0.37503334222459317, 1.0, 0.6455054681248333, 1.0]","[0.6027807415310718, 0.5918511603094126, 0.5988063483595594, 0.5928447586022909, 0.5928447586022906, 0.38480661509735875, 0.5877420645505436, 0.5008188850360089, 0.5392411309682551, 0.32140970925580203, 0.591851160309413, 0.5938383568951691, 0.314965324086423, 0.5908575620165348, 0.5898639637236567, 0.4502493998399555, 0.5878767671379004, 0.5958255534809253, 0.5928447586022909, 0.7312643371565715, 0.5821805814883934, 0.302536676447053, 0.687516671112293, 0.6067551347025841, 0.687516671112293, 0.3952200586823142, 0.5978127500666812, 0.6524099759935951, 0.5948319551880471, 0.5988063483595595, 0.2027887436649781, 0.5634915977594, 0.5133555614830612, 0.7009109095758833]","[0.0, 0.0, 0.37503334222459317, 0.0, 0.0, 0.18671645772205922, 0.023472926113630305, 0.3544945318751667, 0.038810349426513735, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.038810349426513735, 0.37503334222459317, 0.0, 0.37503334222459317, 0.0, 0.0, 0.0, 0.023472926113630305, 0.0, 0.0, 0.0, 0.37503334222459317, 0.0, 0.038810349426513735]","[0.001, 0.0, 0.236, 0.001, 0.0, 0.228, 0.221, 1.0, 0.226, 0.001, 0.0, 0.226, 0.001, 0.0, 0.001, 0.014, 0.002, 0.0, 0.0, 0.0, 0.255, 0.205, 0.001, 0.244, 0.001, 0.0, 0.0, 0.235, 0.202, 0.203, 0.0, 0.235, 1.0, 0.237]",17.672194957733154,27064.977744102478,2554.231469154358,1008.8654119968414
Cortical Area Development,False,5,1,0,0.0,4,2.8,2,1.0,1.0,0.0,1,0.375,0.5,0.875,"[1.0, 0.875, 1.0, 1.0, 1.0]","[0.2825, 0.21, 0.12875, 0.075, 0.16125]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.127, 0.0, 0.119, 0.111, 0.0]",0.043801069259643555,143.83421802520752,4.364525079727173,17.983445167541504
Death Receptor Signaling,False,28,1,3,0.10714285714285714,4,1.6071428571428572,54,3.7037037037037037,2.5,2.58650077954345,8,0.027833553691663585,0.006513331976389172,0.11683289232648077,"[1.0, 0.9645837573783838, 0.5347038469366986, 0.835131284347649, 0.7474048442906573, 1.0, 1.0, 0.9965397923875432, 0.7270506818644413, 1.0, 0.9845308365560755, 1.0, 0.86912273559943, 1.0, 0.29818847954406674, 0.9849379198046, 0.2755953592509668, 0.5534296763688173, 1.0, 0.9478933441888866, 0.835131284347649, 1.0, 1.0, 0.9645837573783838, 0.7950335843680032, nan, nan, nan]","[0.4271829839202135, 0.6915835538367662, 0.44646041115408386, 0.6999796458375801, 0.6191960105841697, 0.47746183594545394, 0.40289029106452445, 0.7448280073275043, 0.38712395684917694, 0.6373295338896867, 0.3040626908202726, 0.44422145328719986, 0.16627518827600313, 0.57941380012213, 0.3166354569509463, 0.29253002238957854, 0.32237940158762446, 0.5484184815794876, 0.6101180541420778, 0.24845715448809266, 0.6878994504376214, 0.5925748015469218, 0.5060777529004721, 0.6722409932831326, 0.23036230409118688, nan, nan, nan]","[0.10787706085894565, 0.13922247099531854, 0.141054345613678, 0.0, 0.0, 0.14349684510482394, 0.13922247099531854, 0.0, 0.04111540810095665, 0.09322206391207001, 0.06940769387339711, 0.12599226541827804, 0.141054345613678, 0.0, 0.0, 0.12863830653368613, 0.0, 0.0, 0.18257683696315896, 0.141054345613678, 0.0, 0.0, 0.07347852635864033, 0.09566456340321595, 0.0, nan, nan, nan]","[0.818, 0.206, 0.245, 0.03, 0.29, 0.217, 0.242, 0.0, 0.254, 0.256, 0.766, 0.076, 0.264, 0.068, 0.191, 0.094, 0.212, 0.207, 0.528, 0.229, 0.0, 0.0, 0.302, 0.081, 0.363, nan, nan, nan]",20.80523705482483,12441.133845090866,5958.4629690647125,430.31410908699036
Fanconi anemia and checkpoint recovery,False,15,1,0,0.0,8,4.4,1,2.0,2.0,0.0,2,0.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.01, 0.16, 0.24, 0.12, 0.02, 0.17, 0.24, 0.29, 0.07, 0.21, 0.17, 0.14, 0.08, 0.02, 0.02]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.567716121673584,2373.1585330963135,2.5987625122070312e-05,170.30507707595825
HCC1954 Breast Cell Line Long-term ErbB Network,False,25,1,4,0.16,6,2.8,317,1.0,1.0,0.0,1,0.0034863857092086313,0.001669449081803005,0.021702838063439065,"[0.9933222036727876, 0.5085141903171952, 0.9999999999999996, 0.5185308848080135, 0.5449081803005009, 0.9999999999999996, 0.9065108514190313, 0.5449081803005009, 0.5245409015025041, 0.9999999999999996, 0.9859766277128543, 0.07946577629382304, 0.71686143572621, 0.40767946577629377, 0.6958263772954921, 0.7308848080133554, 0.9999999999999996, 0.9986644407345571, 0.5248747913188646, 0.9669449081803001, 0.9999999999999996, nan, nan, nan, nan]","[0.5629248747912203, 0.6715592654422957, 0.6244273789648347, 0.5240934891484895, 0.5788747913187674, 0.6726677796326049, 0.5385876460767003, 0.6768113522536409, 0.5146010016693591, 0.6853555926543045, 0.6715158597661641, 0.529098497495733, 0.5159833055090917, 0.5217829716192746, 0.6115859766276082, 0.7102570951584761, 0.5592320534222719, 0.5115091819698615, 0.6714924874790242, 0.577292153589216, 0.6754824707845257, nan, nan, nan, nan]","[0.24373956594323865, 0.8340567612687804, 0.000667779632721202, 0.0, 0.28881469115191966, 0.15392320534223697, 0.000667779632721202, 0.12186978297161925, 0.0, 0.0, 0.0, 0.22938230383973285, 0.45409015025041694, 0.1752921535893155, 0.04373956594323873, 0.05509181969949917, 0.0, 0.17395659432387311, 0.824373956594323, 0.016360601001669448, 0.0, nan, nan, nan, nan]","[0.308, 1.0, 0.016, 0.022, 0.457, 0.474, 0.012, 0.448, 0.003, 0.482, 0.017, 0.501, 0.764, 0.475, 0.753, 0.24, 0.047, 0.433, 1.0, 0.068, 0.24, nan, nan, nan, nan]",41.59487295150757,8220.008372068405,22595.744823932648,417.9144561290741
HCC1954 Breast Cell Line Short-term ErbB Network,False,16,1,5,0.3125,6,2.875,99,1.0,1.0,0.0,1,0.012209874633079773,0.0022172949002217295,0.0450849963045085,"[0.48041389504804144, 0.9549150036954914, 0.6289726533628972, 0.46858832224685887, 0.5343680709534369, 0.6297117516629712, 0.41832963784183297, 0.9985218033998521, 0.368810051736881, 0.6297117516629712, 0.6297117516629712, nan, nan, nan, nan, nan]","[0.17302291204731063, 0.4080709534367875, 0.20427198817443448, 0.2493791574279458, 0.17162601626017096, 0.17402069475241091, 0.17271249076127934, 0.38919438285290264, 0.15584626755359293, 0.18989652623799663, 0.18160384331116844, nan, nan, nan, nan, nan]","[0.09164818920916483, 0.007390983000739098, 0.4072431633407242, 0.019216555801921657, 0.0, 0.019216555801921654, 0.09164818920916483, 0.0, 0.09164818920916483, 0.3370288248337028, 0.0, nan, nan, nan, nan, nan]","[0.075, 0.03, 0.754, 0.024, 0.001, 0.046, 0.06, 0.001, 0.086, 0.767, 0.0, nan, nan, nan, nan, nan]",6.5764830112457275,1325.2802650928497,3054.0832381248474,95.4639630317688
Human Gonadal Sex Determination,False,19,1,0,0.0,10,4.157894736842105,3,1.0,1.0,0.0,1,0.23544097477629058,0.46608040201005024,0.5314070351758794,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.5339195979899497, 0.9974874371859297, 1.0, 0.5314070351758794, 0.5339195979899497, 0.5314070351758794, 0.5314070351758794, 1.0, 0.5314070351758794, 0.9974874371859297, 1.0, 0.5314070351758794, 1.0, 0.5339195979899497]","[0.04604271356783917, 0.2847487437185935, 0.0684547738693467, 0.00674623115577888, 0.1577010050251256, 0.5029145728643215, 0.03256281407035172, 0.09787688442211052, 0.05010050251256279, 0.4996231155778894, 0.14652010050251252, 0.011482412060301475, 0.0066457286432160725, 0.04128140703517585, 0.26150753768844265, 0.011231155778894447, 0.05601758793969846, 0.06579145728643213, 0.24146984924623138]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.001, 0.001, 0.001, 0.001, 0.003, 0.001, 0.0, 0.001, 0.0, 0.0]",5.992967128753662,4900.4194939136505,1314.9017989635468,246.05389499664307
Iron acquisition and oxidative stress response in aspergillus fumigatus,False,22,1,2,0.09090909090909091,6,1.7272727272727273,4,5.5,5.5,3.5,9,0.012086992348382963,0.24954421148587053,0.2670920692798541,"[1.0, 0.9999999999999999, 1.0, 1.0, 0.9999999999999999, 0.9999999999999999, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9999999999999999, 0.9999999999999999, 0.9999999999999999, 1.0, 1.0, 0.9999999999999999, 1.0, 1.0, 0.5127620783956244, nan, nan]","[0.06445761166818595, 0.6156608933454878, 1.0000000000000002, 1.0000000000000002, 0.6923427529626254, 0.5564266180492252, 1.0000000000000002, 1.0000000000000002, 1.0000000000000002, 1.0000000000000002, 1.0000000000000002, 0.7231084776663629, 0.651298997265269, 0.5974475843208752, 0.40078851412944405, 1.0000000000000002, 0.7590018231540566, 1.0000000000000002, 1.0000000000000002, 0.12795806745670021, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan]",1.7938978672027588,4176.63279914856,196.76158094406128,205.44433093070984
Lac Operon,False,13,1,3,0.23076923076923078,4,1.6923076923076923,9,1.0,1.0,0.0,1,0.04000194081875326,0.12301255230125523,0.1414225941422594,"[0.7447698744769874, 0.7447698744769875, 1.0, 0.2677824267782427, 0.7447698744769874, 0.7447698744769875, 0.3866108786610879, 0.5104602510460251, 0.7447698744769875, 0.7447698744769874, nan, nan, nan]","[0.34760669456066895, 0.5205355648535562, 0.164962343096234, 0.13364016736401652, 0.2261506276150624, 0.5244769874476986, 0.08963179916317991, 0.501564853556485, 0.1139999999999998, 0.3063263598326356, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan]","[0.002, 0.0, 0.002, 0.0, 0.0, 0.004, 0.002, 0.002, 0.001, 0.002, nan, nan, nan]",0.43452906608581543,681.4628331661224,50.900968074798584,43.671525955200195
Lymphoid and myeloid cell specification and transdifferentiation,False,33,1,2,0.06060606060606061,10,2.8484848484848486,13,1.1538461538461537,1.0,0.36080121229410994,2,0.0678158412234137,0.05364511691884457,0.19889958734525448,"[0.8836313617606603, 0.9999999999999999, 0.9999999999999999, 1.0, 0.8024759284731774, 0.6861072902338377, 0.9999999999999999, 0.8024759284731774, 0.9955983493810179, 0.49160935350756535, 1.0, 0.8011004126547455, 0.6861072902338377, 0.8836313617606603, 0.4517193947730399, 0.6861072902338377, 1.0, 0.8024759284731774, 0.8836313617606603, 0.8836313617606603, 0.8836313617606603, 1.0, 0.8024759284731774, 0.8024759284731774, 0.9999999999999999, 0.8836313617606603, 1.0, 0.9999999999999999, 0.6861072902338377, 0.8024759284731774, 1.0, nan, nan]","[0.4949381017881699, 0.33375515818432006, 0.19548830811554394, 0.49312792297111324, 0.005796423658872059, 0.26741127922971214, 0.30365061898211915, 0.11864099037138959, 0.1255928473177446, 0.2792324621733159, 0.552924346629985, 0.06743878954607978, 0.03470701513067391, 0.502629986244841, 0.24910866574965687, 0.005254470426409886, 0.543650618982117, 0.017436038514442885, 0.15888858321870736, 0.5341513067400263, 0.2667207702888592, 0.40151581843191186, 0.09890508940852846, 0.14914718019257264, 0.19475928473177503, 0.09484456671251745, 0.5424484181568076, 0.22269601100412723, 0.015865199449793647, 0.15844841815680946, 0.16563961485557127, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.8836313617606603, 0.0, 0.0, 0.11636863823933975, 0.0, 0.0, 0.11636863823933975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan]","[0.0, 0.0, 0.0, 0.002, 0.084, 0.904, 0.001, 0.0, 0.086, 0.053, 0.0, 0.084, 0.0, 0.089, 0.0, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.044, 0.0, 0.0, 0.0, 0.0, 0.047, 0.004, 0.171, nan, nan]",7.752185106277466,19059.573017835617,12558.438936948776,879.8360660076141
Mammalian Cell Cycle,False,20,1,1,0.05,5,2.55,3,1.0,1.0,0.0,1,0.23258416805068116,0.4881889763779528,0.5072178477690289,"[0.9954068241469817, 0.9954068241469817, 0.5072178477690289, 0.9954068241469817, 0.5072178477690289, 0.9954068241469817, 0.5072178477690289, 0.9954068241469817, 1.0, 0.9954068241469817, 1.0, 0.5072178477690289, 0.5072178477690289, 0.9954068241469817, 0.5072178477690289, 0.5072178477690289, 0.9954068241469817, 0.5072178477690289, 0.5072178477690289, nan]","[0.003582677165354335, 0.10362860892388459, 0.5029330708661409, 0.25248031496062945, 0.12805774278215254, 0.5517454068241463, 0.2585826771653539, 0.08818897637795273, 0.13335301837270366, 0.10358267716535442, 0.15307742782152256, 0.5018307086614164, 0.22255905511811008, 0.10339895013123368, 0.23322834645669263, 0.05282808398950125, 0.5314698162729652, 0.5023622047244087, 0.04320866141732285, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.003, 0.003, 0.0, 0.001, 0.002, nan]",0.4469780921936035,2719.8046860694885,90.6907889842987,175.597186088562
Mammalian Cell Cycle 2006,False,10,1,0,0.0,6,3.5,2,4.0,4.0,3.0,7,0.005359877488514547,0.5,0.5053598774885145,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.5053598774885145, 1.0, 1.0, 1.0, 0.5053598774885145]","[0.6092343032159272, 0.3418223583460952, 0.7873047473200617, 0.08075038284839202, 0.1859111791730475, 0.49999999999999983, 0.15591117917304742, 0.075375191424196, 0.08569678407350687, 0.0752679938744257]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.5926358699798584,602.135810136795,43.24536395072937,54.18807601928711
Metabolic Interactions in the Gut Microbiome,False,12,1,1,0.08333333333333333,5,2.5,39,1.0,1.0,0.0,1,0.021067378658107556,0.015723270440251572,0.06918238993710692,"[1.0000000000000002, 0.11740041928721173, 1.0000000000000002, 0.5010482180293501, 0.510482180293501, 1.0, 1.0000000000000002, 0.5241090146750524, 0.5010482180293501, 1.0000000000000002, 0.5283018867924528, nan]","[0.13924528301886643, 0.09454926624737851, 0.11624737945492533, 0.5268972746331282, 0.5133438155136304, 0.263542976939201, 0.11755765199161315, 0.5163522012578653, 0.18038784067085792, 0.1253039832285103, 0.5068867924528333, nan]","[0.055555555555555566, 0.0, 0.055555555555555566, 0.0, 0.9958071278825994, 0.5482180293501048, 0.055555555555555566, 0.9958071278825994, 0.0, 0.1551362683438155, 0.9842767295597482, nan]","[0.063, 0.0, 0.058, 0.0, 1.0, 0.572, 0.059, 1.0, 0.0, 0.129, 1.0, nan]",1.5689218044281006,583.2171201705933,408.03466296195984,56.585752964019775
Neurotransmitter Signaling Pathway,False,16,1,0,0.0,3,1.375,4,2.5,2.5,1.5,4,0.018790781526199143,0.2557763401109057,0.2680221811460259,"[1.0, 1.0, 0.5152495378927912, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5323475046210722, 1.0, 1.0, 1.0, 1.0, 0.5152495378927912]","[0.7474676524953787, 0.48, 0.14908502772643245, 0.54, 0.7942329020332716, 0.57, 0.3909981515711644, 0.3377634011090572, 0.7240850277264324, 0.49, 0.5025878003696858, 0.7334380776340109, 0.41308687615526796, 0.7474676524953787, 0.34308687615526795, 0.5006099815157115]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.6792809963226318,1799.414265871048,19.46991801261902,114.7896249294281
Oxidative Stress Pathway,False,19,1,1,0.05263157894736842,4,1.6842105263157894,2,5.0,5.0,4.0,9,0.03657362848893164,0.5,0.5365736284889316,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, nan]","[0.7265784408084697, 0.7590182868142448, 0.7451154956689123, 0.6616987487969197, 0.5424302213666983, 0.6385274302213662, 0.5143840230991334, 0.7682868142444664, 0.7729210779595769, 0.38804619826756487, 0.7868238691049089, 0.25145813282001905, 0.4704812319538014, 0.7404812319538023, 0.5002358036573624, 0.740481231953802, 0.557555341674687, 0.7960923965351303, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]",0.6171870231628418,2697.943395137787,30.68405818939209,147.20753693580627
Predicting Variabilities in Cardiac Gene,False,15,1,1,0.06666666666666667,7,2.533333333333333,6,1.0,1.0,0.0,1,0.1136930588538603,0.23572474377745242,0.27379209370424595,"[0.5263543191800879, 0.5263543191800879, 1.0000000000000002, 0.5263543191800879, 0.7591508052708639, 0.5263543191800879, 0.5234260614934114, 0.5263543191800879, 0.5124450951683748, 0.5263543191800879, 0.5263543191800879, 0.5124450951683748, 0.5124450951683748, 0.7591508052708639, nan]","[0.5007174231332355, 0.03407027818448025, 0.13221815519765726, 0.28385797950219593, 0.2581771595900436, 0.5025622254758417, 0.5042898975109807, 0.14190336749633953, 0.10237188872620778, 0.5048389458272327, 0.5030746705710102, 0.012584187408491942, 0.020966325036603194, 0.2596412884333819, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013909224011713031, 0.0, 0.0, nan]","[0.001, 0.0, 0.0, 0.006, 0.007, 0.003, 0.0, 0.0, 0.001, 1.0, 0.006, 0.01, 0.006, 0.0, nan]",1.7924180030822754,1346.6030991077423,221.86082816123962,92.19618606567383
Pro-inflammatory Tumor Microenvironment in Acute Lymphoblastic Leukemia,False,26,1,0,0.0,9,3.1153846153846154,6,1.6666666666666667,2.0,0.4714045207910317,2,0.06270516270353807,0.18920016240357287,0.23792123426715386,"[0.808363784003248, 0.5412099066179455, 0.8132358911896062, 0.8132358911896062, 0.6215996751928542, 0.5412099066179455, 0.9163621599675192, 0.8132358911896062, 0.9999999999999999, 0.6215996751928542, 0.5412099066179457, 0.8132358911896062, 0.5412099066179455, 0.9999999999999999, 1.0, 0.5038570848558668, 0.5412099066179455, 0.6215996751928542, 0.5412099066179455, 0.9999999999999999, 0.5412099066179455, 0.6215996751928542, 0.8132358911896062, 0.5412099066179457, 0.5412099066179457, 0.5379618351603735]","[0.22149817295980512, 0.19438083637840026, 0.1782135606983354, 0.054685343077547716, 0.16357287860332925, 0.14300852618757612, 0.10064961429151442, 0.6834673162809576, 0.07437677628907836, 0.12416971173365816, 0.4950548112058467, 0.6745026390580587, 0.04080389768574908, 0.025976451481932616, 0.5144295574502632, 0.5006171335769386, 0.1452659358505887, 0.012431993503857083, 0.1573609419407227, 0.2053755582622817, 0.06321965083231831, 0.5894437677628903, 0.004587900933820544, 0.499175801867641, 0.5000000000000001, 0.2949979699553389]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6215996751928542, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.166, 0.154, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",7.547734022140503,10920.871736049652,2280.779340028763,590.5165820121765
Regulation of the L-arabinose operon of Escherichia coli,False,13,1,4,0.3076923076923077,3,1.3846153846153846,21,1.4761904761904763,1.0,1.051939144494025,4,0.023909038282136433,0.056827150749802685,0.07576953433307025,"[0.7087608524072613, 0.510655090765588, 0.8539857932123125, 0.510655090765588, 0.48303078137332284, 0.36464088397790057, 0.44672454617206, 0.8539857932123125, 0.4396211523283347, nan, nan, nan, nan]","[0.2784846093133391, 0.1452170481452243, 0.5281136543015029, 0.5059668508287315, 0.2675927387529604, 0.27730071033938464, 0.1623993685872134, 0.5706077348066332, 0.14310970797158595, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.06708760852407261, 0.0, 0.0718232044198895, 0.0718232044198895, 0.0718232044198895, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.03, 0.029, 0.065, 0.062, 0.06, 0.062, nan, nan, nan, nan]",0.7202801704406738,681.8692488670349,65.73550081253052,42.34193801879883
T cell differentiation,False,23,1,4,0.17391304347826086,5,1.4782608695652173,33,1.0,1.0,0.0,1,0.009550552992725085,0.03088803088803089,0.04688361831218974,"[0.5926640926640927, 0.5882515168229454, 0.8331494760066188, 0.6682294539437397, 0.5926640926640927, 0.7551020408163266, 0.5016547159404302, 0.5637065637065637, 0.5637065637065637, 0.6061776061776062, 0.5201323772752344, 0.5926640926640927, 0.8656922228350801, 0.8094318808604523, 0.7506894649751793, 0.8375620518477662, 1.0000000000000002, 0.31439602868174304, 0.5882515168229454, nan, nan, nan, nan]","[0.5103199117484828, 0.1775399889685606, 0.17189464975179272, 0.05487313844456701, 0.5011003861003853, 0.47115002757859875, 0.5118257032542743, 0.5087865416436839, 0.26284335355764, 0.5157887479316046, 0.5097352454495314, 0.500113072255929, 0.24487038058466712, 0.2628709321566473, 0.3194870380584677, 0.2678792057363495, 0.28466078323221283, 0.2717733039161619, 0.5073827909542191, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan, nan, nan, nan]","[0.0, 0.178, 0.188, 0.006, 0.0, 0.011, 0.009, 0.001, 0.003, 0.004, 0.003, 0.0, 0.005, 0.004, 0.005, 0.007, 0.003, 0.0, 0.003, nan, nan, nan, nan]",2.2457690238952637,5548.448268890381,467.82374906539917,232.83793902397156
SKBR3 Breast Cell Line Long-term ErbB Network,False,25,1,4,0.16,7,3.24,144,1.0,1.0,0.0,1,0.011804942372852699,0.0019275250578257518,0.06399383191981496,"[0.24710871241326138, 0.8747108712413261, 0.7602158828064765, 0.9992289899768698, 0.6464919043947571, 1.0, 0.5015420200462606, 0.8747108712413261, 0.9992289899768698, 0.2983808789514264, 1.0, 0.8855050115651504, 0.636083269082498, 0.7883577486507325, 0.8959136468774095, 1.0, 0.8747108712413263, 1.0, 0.9660755589822667, 0.6861989205859677, 0.5832690824980725, nan, nan, nan, nan]","[0.2504356206630624, 0.31570161912103445, 0.23738627602158452, 0.43513492675400534, 0.23056669236699745, 0.42115651503465623, 0.25754047802620855, 0.32205088666151666, 0.29424055512720826, 0.23306861989205505, 0.49407478797218873, 0.25333461835003435, 0.4078681572860112, 0.29705474171163315, 0.2955281418658367, 0.22595219737856304, 0.45373168851191054, 0.26508866615265314, 0.31308789514262697, 0.27869313801078666, 0.408631457208909, nan, nan, nan, nan]","[0.0, 0.05705474171164225, 0.010023130300693909, 0.0, 0.0, 0.17463377023901314, 0.0026985350809560524, 0.06437933693138011, 0.0, 0.20046260601387816, 0.0, 0.0, 0.24286815728604472, 0.13685427910562836, 0.24518118735543556, 0.2737085582112568, 0.053970701619121056, 0.025057825751734777, 0.004626060138781804, 0.4082498072474942, 0.7035466461063993, nan, nan, nan, nan]","[0.374, 0.049, 0.025, 0.05, 0.0, 0.355, 0.001, 0.089, 0.196, 0.372, 0.002, 0.001, 0.322, 0.805, 0.379, 0.409, 0.136, 0.06, 0.031, 0.595, 0.821, nan, nan, nan, nan]",25.546502113342285,8818.676214933395,19674.701693058014,555.1773641109467
